elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,mcu_temperature_estimate_c,mcu_temperature_valid,loop_clock,loop_clock_frequency,loop_clock_source,loop_dt_count,loop_dt_mean_s,loop_dt_stddev_s,loop_dt_min_s,loop_dt_max_s
0.0011471420293673873,106.34,260.0,0.0,host,0,426,,116.015,False,318524.77726248,1.0,host,425,0.3000002521199775,6.691688041574859e-05,0.2997283019940369,0.3002490939688869
0.5509339030249976,105.81,260.0,1.0,host,0,428,,-563.817,False,318525.377304276,1.0,host,427,0.3000003488219627,6.694836125305541e-05,0.2997283019940369,0.3002490939688869
1.0524894300033338,105.58,260.0,1.0,host,0,430,,-563.817,False,318525.977273502,1.0,host,429,0.300000275461473,6.68925567604786e-05,0.2997283019940369,0.3002490939688869
1.5527622840018012,105.67,260.0,1.0,host,0,431,,-556.023,False,318526.277175592,1.0,host,430,0.3000000471232977,6.698190360689958e-05,0.2997283019940369,0.3002490939688869
2.0534365590428934,106.24,260.0,1.0,host,0,433,,-556.023,False,318526.877222181,1.0,host,432,0.30000015474999786,6.712211817953023e-05,0.2997283019940369,0.3002490939688869
2.554482463048771,107.23,260.0,1.0,host,0,435,,-525.993,False,318527.477225923,1.0,host,434,0.30000016265892093,6.699415282476267e-05,0.2997283019940369,0.3002490939688869
3.055314346041996,107.84,260.0,1.0,host,0,436,,-525.993,False,318527.777178416,1.0,host,435,0.3000000530736112,6.695603522910858e-05,0.2997283019940369,0.3002490939688869
3.5564023240003735,109.26,260.0,1.0,host,0,438,,-497.424,False,318528.377144364,1.0,host,437,0.29999997490844876,6.682398405650705e-05,0.2997283019940369,0.3002490939688869
4.057139303011354,110.87,260.0,1.0,host,0,440,,-497.424,False,318528.977158549,1.0,host,439,0.30000000733485455,6.671033108064828e-05,0.2997283019940369,0.3002490939688869
4.557293540041428,111.75,260.0,1.0,host,0,441,,-465.129,False,318529.277149274,1.0,host,440,0.29999998623865043,6.663594678316959e-05,0.2997283019940369,0.3002490939688869
5.058705713017844,113.57,260.0,1.0,host,0,443,,-465.129,False,318529.877243395,1.0,host,442,0.3000001992443753,6.663946324883966e-05,0.2997283019940369,0.3002490939688869
5.559895273006987,115.44,260.0,1.0,host,0,445,,-422.288,False,318530.477177969,1.0,host,444,0.3000000509909857,6.65498171261252e-05,0.2997283019940369,0.3002490939688869
6.061204006022308,116.39,260.0,1.0,host,0,446,,-422.288,False,318530.777150336,1.0,host,445,0.2999999887797864,6.648792377511565e-05,0.2997283019940369,0.3002490939688869
6.561365511035547,118.31,260.0,1.0,host,0,448,,-390.164,False,318531.377130643,1.0,host,447,0.2999999447740295,6.69395652441616e-05,0.2997283019940369,0.3002490939688869
7.062821863044519,120.25,260.0,1.0,host,0,450,,-390.164,False,318531.977241219,1.0,host,449,0.3000001912917898,6.691940254959774e-05,0.2997283019940369,0.3002490939688869
7.563922924047802,121.22,260.0,1.0,host,0,451,,-358.818,False,318532.277153907,1.0,host,450,0.29999999683997053,6.697187645371157e-05,0.2997283019940369,0.3002490939688869
8.065233703004196,123.16,260.0,1.0,host,0,453,,-358.818,False,318532.877212992,1.0,host,452,0.3000001275729833,6.687920827967006e-05,0.2997283019940369,0.3002490939688869
8.56633389199851,125.1,260.0,1.0,host,0,455,,-318.316,False,318533.477181473,1.0,host,454,0.3000000575858644,6.679942514614666e-05,0.2997283019940369,0.3002490939688869
9.067730819049757,126.06,260.0,1.0,host,0,456,,-318.316,False,318533.777148898,1.0,host,455,0.29999998586590043,6.674347542446645e-05,0.2997283019940369,0.3002490939688869
9.568968962004874,127.98,260.0,1.0,host,0,458,,-289.235,False,318534.377128087,1.0,host,457,0.29999994038944505,6.693130813123072e-05,0.2997283019940369,0.3002490939688869
10.069668016047217,129.89,260.0,1.0,host,0,460,,-289.235,False,318534.97719758,1.0,host,459,0.30000009205005124,6.682820001060488e-05,0.2997283019940369,0.3002490939688869
10.570824386028107,130.83,260.0,1.0,host,0,461,,-261.446,False,318535.277244086,1.0,host,460,0.30000019295004415,6.679051275486276e-05,0.2997283019940369,0.3002490939688869
11.07220871601021,132.71,260.0,1.0,host,0,463,,-261.446,False,318535.87723914,1.0,host,462,0.3000001814090382,6.709449129211072e-05,0.2997283019940369,0.3002490939688869
11.573172381031327,134.57,260.0,1.0,host,0,465,,-226.35,False,318536.477150298,1.0,host,464,0.2999999891573426,6.707914381792079e-05,0.2997283019940369,0.3002490939688869
12.0745732220239,135.49,260.0,1.0,host,0,466,,-226.35,False,318536.777150735,1.0,host,465,0.2999999901204698,6.700698009768231e-05,0.2997283019940369,0.3002490939688869
12.575804929016158,137.31,260.0,1.0,host,0,468,,-201.654,False,318537.377186898,1.0,host,467,0.30000006759961007,6.725414763978666e-05,0.2997283019940369,0.3002490939688869
13.077250868023839,139.11,260.0,1.0,host,0,470,,-201.654,False,318537.977224745,1.0,host,469,0.30000014800845415,6.712837934427916e-05,0.2997283019940369,0.3002490939688869
13.578494403045624,140.01,260.0,1.0,host,0,471,,-178.102,False,318538.277150454,1.0,host,470,0.29999998962764224,6.714459199802587e-05,0.2997283019940369,0.3002490939688869
14.079868798027746,141.77,260.0,1.0,host,0,473,,-178.102,False,318538.877185766,1.0,host,472,0.30000006448515953,6.729841159591659e-05,0.2997283019940369,0.3002490939688869
14.581215668004006,143.52,260.0,1.0,host,0,475,,-148.754,False,318539.477160138,1.0,host,474,0.30000001014559496,6.800075434926167e-05,0.2997283019940369,0.3002490939688869
15.081920206022914,144.39,260.0,1.0,host,0,476,,-148.754,False,318539.777268639,1.0,host,475,0.3000002385473709,6.81109020143709e-05,0.2997283019940369,0.3002490939688869
15.583008376997896,146.1,260.0,1.0,host,0,478,,-128.052,False,318540.377285221,1.0,host,477,0.30000027231027615,6.797079970240024e-05,0.2997283019940369,0.3002490939688869
16.083707347046584,147.79,260.0,1.0,host,0,480,,-128.052,False,318540.977318491,1.0,host,479,0.30000034063040504,6.828567591278999e-05,0.2997283019940369,0.3002490939688869
16.584895573032554,148.62,260.0,1.0,host,0,481,,-108.69,False,318541.277314074,1.0,host,480,0.30000033071870924,6.821485283853529e-05,0.2997283019940369,0.3002490939688869
17.085804635018576,150.28,260.0,1.0,host,0,483,,-108.69,False,318541.877189868,1.0,host,482,0.30000007165768794,6.820500500720913e-05,0.2997283019940369,0.3002490939688869
17.586761163023766,151.92,260.0,1.0,host,0,485,,-84.164,False,318542.477293473,1.0,host,484,0.30000028542152957,6.820138516091084e-05,0.2997283019940369,0.3002490939688869
18.088290533050895,152.73,260.0,1.0,host,0,486,,-84.164,False,318542.777383331,1.0,host,485,0.30000047010715214,6.825208430416774e-05,0.2997283019940369,0.3002490939688869
18.589269968040753,154.34,260.0,1.0,host,0,488,,-67.067,False,318543.37715279,1.0,host,487,0.29999999478648176,6.855926927762352e-05,0.2997283019940369,0.3002490939688869
19.09059854404768,155.93,260.0,1.0,host,0,490,,-67.067,False,318543.97726,1.0,host,489,0.30000021405113786,6.851653104031142e-05,0.2997283019940369,0.3002490939688869
19.591777280031238,157.5,260.0,1.0,host,0,492,,-50.895,False,318544.577153518,1.0,host,491,0.2999999963115545,6.856127257348146e-05,0.2997283019940369,0.3002490939688869
20.09311597503256,158.28,260.0,1.0,host,0,493,,-50.895,False,318544.877149463,1.0,host,492,0.29999998807720146,6.849180408005294e-05,0.2997283019940369,0.3002490939688869
20.59411576401908,159.82,260.0,1.0,host,0,495,,-30.656,False,318545.477188518,1.0,host,494,0.30000006718415384,6.855433175137531e-05,0.2997283019940369,0.3002490939688869
21.09487466100836,161.34,260.0,1.0,host,0,497,,-30.656,False,318546.077237048,1.0,host,496,0.30000016475605634,6.844784172817718e-05,0.2997283019940369,0.3002490939688869
21.596034124027938,162.09,260.0,1.0,host,0,498,,-16.554,False,318546.377126222,1.0,host,497,0.2999999414346135,6.855958726591269e-05,0.2997283019940369,0.3002490939688869
22.097432475013193,163.58,260.0,1.0,host,0,500,,-16.554,False,318546.977229917,1.0,host,499,0.30000014947496334,6.879723650142046e-05,0.2997283019940369,0.3002490939688869
22.598633420013357,165.06,260.0,1.0,host,0,502,,-3.207,False,318547.577331666,1.0,host,501,0.3000003519700838,6.879482709829057e-05,0.2997283019940369,0.3002490939688869
23.09934236301342,165.79,260.0,1.0,host,0,503,,-3.207,False,318547.877148096,1.0,host,502,0.29999998559158614,6.921380877372662e-05,0.2997283019940369,0.3002490939688869
23.60052821203135,167.25,260.0,1.0,host,0,505,,13.695,False,318548.477186011,1.0,host,504,0.3000000608769208,6.93828220445544e-05,0.2997283019940369,0.3002490939688869
24.101959571009502,168.68,260.0,1.0,host,0,507,,13.695,False,318549.077374206,1.0,host,506,0.3000004325631917,6.977111784365358e-05,0.2997283019940369,0.3002490939688869
24.60308387404075,169.38,260.0,1.0,host,0,508,,25.337,False,318549.377290005,1.0,host,507,0.3000002656330828,6.980334744349594e-05,0.2997283019940369,0.3002490939688869
25.104606523993425,170.78,260.0,1.0,host,0,510,,25.337,False,318549.97731179,1.0,host,509,0.3000003073889621,6.967127589195562e-05,0.2997283019940369,0.3002490939688869
25.605777688033413,172.16,260.0,1.0,host,0,512,,36.443,False,318550.577215832,1.0,host,511,0.30000011840119384,6.966048496786496e-05,0.2997283019940369,0.3002490939688869
26.107018061040435,172.85,260.0,1.0,host,0,513,,36.443,False,318550.877304732,1.0,host,512,0.30000029180268917,6.970272772722152e-05,0.2997283019940369,0.3002490939688869
26.60812965000514,174.21,260.0,1.0,host,0,515,,50.374,False,318551.477278857,1.0,host,514,0.3000002403268842,6.97327116774536e-05,0.2997283019940369,0.3002490939688869
27.109309805033263,175.57,260.0,1.0,host,0,517,,50.374,False,318552.077182415,1.0,host,516,0.30000005249223244,6.968827135888647e-05,0.2997283019940369,0.3002490939688869
27.610559954016935,176.24,260.0,1.0,host,0,518,,60.189,False,318552.377317119,1.0,host,517,0.30000031293998947,6.987176454269345e-05,0.2997283019940369,0.3002490939688869
28.11190015502507,177.57,260.0,1.0,host,0,520,,60.189,False,318552.977158848,1.0,host,519,0.3000000067803736,6.994811760440233e-05,0.2997283019940369,0.3002490939688869
28.61306889000116,178.87,260.0,1.0,host,0,522,,69.444,False,318553.577316433,1.0,host,521,0.3000003092207465,7.057494870904251e-05,0.2997283019940369,0.3002490939688869
29.113622631004546,179.52,260.0,1.0,host,0,523,,69.444,False,318553.877276248,1.0,host,522,0.3000002316455935,7.052954633490217e-05,0.2997283019940369,0.3002490939688869
29.614745920000132,180.8,260.0,1.0,host,0,525,,80.989,False,318554.477221341,1.0,host,524,0.300000125977063,7.079660320318075e-05,0.2997283019940369,0.3002490939688869
30.115242751024198,182.05,260.0,1.0,host,0,527,,80.989,False,318555.077262509,1.0,host,526,0.3000002037641943,7.081762518638599e-05,0.2997283019940369,0.3002490939688869
30.616334791004192,182.68,260.0,1.0,host,0,528,,89.172,False,318555.377262484,1.0,host,527,0.3000002033301394,7.075040458522276e-05,0.2997283019940369,0.3002490939688869
31.11797254701378,183.93,260.0,1.0,host,0,530,,89.172,False,318555.977346892,1.0,host,529,0.3000003621228643,7.10083202686005e-05,0.2997283019940369,0.3002490939688869
31.61916653503431,185.16,260.0,1.0,host,0,532,,96.844,False,318556.577267512,1.0,host,531,0.30000021126736887,7.098451507250022e-05,0.2997283019940369,0.3002490939688869
32.12005935999332,185.78,260.0,1.0,host,0,533,,96.844,False,318556.87719191,1.0,host,532,0.30000006876125673,7.099375671607025e-05,0.2997283019940369,0.3002490939688869
32.62116744701052,187.0,260.0,1.0,host,0,535,,106.708,False,318557.477349848,1.0,host,534,0.30000036426781473,7.11709353444917e-05,0.2997283019940369,0.3002490939688869
33.12251617904985,188.2,260.0,1.0,host,0,537,,106.708,False,318558.07731469,1.0,host,536,0.3000002973152622,7.105152969160408e-05,0.2997283019940369,0.3002490939688869
33.623436487047,188.8,260.0,1.0,host,0,538,,113.649,False,318558.377254306,1.0,host,537,0.30000018431467734,7.103353544810413e-05,0.2997283019940369,0.3002490939688869
34.12445847102208,189.98,260.0,1.0,host,0,540,,113.649,False,318558.97734354,1.0,host,539,0.3000003491855114,7.099943655615441e-05,0.2997283019940369,0.3002490939688869
34.62551661999896,191.14,260.0,1.0,host,0,542,,120.176,False,318559.577265417,1.0,host,541,0.30000020348987233,7.098062580834736e-05,0.2997283019940369,0.3002490939688869
35.12607376003871,191.72,260.0,1.0,host,0,543,,120.176,False,318559.877281088,1.0,host,542,0.300000232027614,7.091822170078028e-05,0.2997283019940369,0.3002490939688869
35.62703804799821,192.87,260.0,1.0,host,0,545,,128.409,False,318560.477207474,1.0,host,544,0.3000000958547708,7.102687572884615e-05,0.2997283019940369,0.3002490939688869
