elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,loop_clock,loop_clock_frequency,loop_clock_source
0.001010435982607305,26.97,100.0,1.0,host,0,,,,,
0.5004404099890962,26.97,100.0,1.0,host,0,,,,,
1.0013892680290155,27.35,100.0,1.0,host,0,,,,,
1.5021153279813007,27.79,100.0,1.0,host,0,,,,,
2.003517978009768,29.15,100.0,1.0,host,0,,,,,
2.5042667639791034,30.96,100.0,1.0,host,0,,,,,
3.0058392729843035,32.01,100.0,1.0,host,0,,,,,
3.5067680990323424,34.29,100.0,1.0,host,0,,,,,
4.00782815500861,36.79,100.0,1.0,host,0,,,,,
4.50850369600812,38.08,100.0,1.0,host,0,,,,,
5.009820710984059,40.78,100.0,1.0,host,0,,,,,
5.510340219014324,43.5,100.0,1.0,host,0,,,,,
6.012317058979534,44.88,100.0,1.0,host,0,,,,,
6.512992275005672,47.69,100.0,1.0,host,0,,,,,
7.014260648982599,50.48,100.0,1.0,host,0,,,,,
7.5149527349858545,51.88,100.0,1.0,host,0,,,,,
8.016373126010876,54.67,100.0,1.0,host,0,,,,,
8.517015065008309,57.44,100.0,1.0,host,0,,,,,
9.018009038001765,58.82,100.0,1.0,host,0,,,,,
9.518843377009034,61.55,100.0,1.0,host,0,,,,,
10.020124953996856,64.25,100.0,1.0,host,0,,,,,
10.521331061027013,65.58,100.0,1.0,host,0,,,,,
11.0223973839893,68.24,100.0,1.0,host,0,,,,,
11.523176083981525,70.84,100.0,1.0,host,0,,,,,
12.024333272012882,72.13,100.0,1.0,host,0,,,,,
12.525359929015394,74.68,100.0,1.0,host,0,,,,,
13.026326454011723,77.19,100.0,1.0,host,0,,,,,
13.527179285010789,78.44,100.0,1.0,host,0,,,,,
14.028402059979271,80.9,100.0,1.0,host,0,,,,,
14.52920194901526,83.33,100.0,1.0,host,0,,,,,
15.031328979006503,84.53,100.0,1.0,host,0,,,,,
15.531943783978932,86.91,100.0,1.0,host,0,,,,,
16.0331027880311,89.24,100.0,0.7057765470489346,host,0,,,,,
16.53393325401703,90.4,100.0,0.56654086332108,host,0,,,,,
17.035330147016793,92.67,100.0,0.2889596984526741,host,0,,,,,
17.53606461797608,94.77,100.0,0.09152820653291649,host,0,,,,,
18.037297896982636,95.72,100.0,0.033033763423957696,host,0,,,,,
18.53810612001689,97.38,100.0,0.033033763423957696,host,0,,,,,
19.039337488997262,98.67,100.0,0.033033763423957696,host,0,,,,,
19.540016343002208,99.18,100.0,0.033033763423957696,host,0,,,,,
20.041313615976833,99.97,100.0,0.033033763423957696,host,0,,,,,
20.542025742004625,100.51,100.0,0.0416751760608447,host,0,,,,,
21.043285305029713,100.69,100.0,0.10657010381131668,host,0,,,,,
21.5442679959815,100.94,100.0,0.10657010381131668,host,0,,,,,
22.045384275028482,101.06,100.0,0.15798974711297586,host,0,,,,,
22.546050301985815,101.08,100.0,0.15798974711297586,host,0,,,,,
23.047439431014936,101.11,100.0,0.15798974711297586,host,0,,,,,
23.5481604670058,101.14,100.0,0.15798974711297586,host,0,,,,,
