elapsed_s,temperature_c,target_c,power,controller_state,controller_algorithm,control_mode,fault,mcu_samples,mcu_temperature_c,mcu_temperature_estimate_c,mcu_temperature_valid,loop_clock,loop_clock_frequency,loop_clock_source,loop_dt_count,loop_dt_mean_s,loop_dt_stddev_s,loop_dt_min_s,loop_dt_max_s,thermal_model_source,thermal_model_gain,thermal_model_tau_s,thermal_model_delay_s,thermal_model_horizon_s,thermal_control_band_c,host_predictive_output,host_predictive_bias,host_predictive_filtered_temperature_c,host_predictive_ambient_c,host_predictive_approach_active,host_predictive_approach_blend
37.58826918500199,69.51,75.0,1.0,host,predictive,host,0,194,,69.738,False,18135.905971968,1.0,host,193,0.299992235683945,0.0001852226157547138,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
38.0897958400019,69.75,75.0,1.0,host,predictive,host,0,196,70.086,70.086,True,18136.505980147,1.0,host,195,0.2999923572615493,0.00018428942307791496,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
38.59085804500137,69.97,75.0,1.0,host,predictive,host,0,198,70.086,70.086,True,18137.105902729,1.0,host,197,0.29999204186802,0.00018337802546716849,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
39.09188891500162,70.07,75.0,1.0,host,predictive,host,0,199,70.435,70.435,True,18137.405945791,1.0,host,198,0.299992299545461,0.0001829501153436497,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
39.59238700100104,70.29,75.0,1.0,host,predictive,host,0,201,70.435,70.435,True,18138.005874864,1.0,host,200,0.2999920219150047,0.00018207961978046382,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
40.09340459099985,70.51,75.0,1.0,host,predictive,host,0,203,70.783,70.783,True,18138.605916587,1.0,host,202,0.2999923074554446,0.000181272830009593,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
40.594285371000296,70.61,75.0,1.0,host,predictive,host,0,204,70.783,70.783,True,18138.90584812,1.0,host,203,0.2999920080738988,0.00018087584939043393,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
41.095462250999844,70.81,75.0,1.0,host,predictive,host,0,206,71.062,71.062,True,18139.505846351,1.0,host,205,0.29999207741463446,0.00018003130250297914,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
41.596788634000404,71.02,75.0,1.0,host,predictive,host,0,208,71.062,71.062,True,18140.10587787,1.0,host,207,0.29999230622705086,0.00017917640296444468,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
42.09804470200106,71.12,75.0,1.0,host,predictive,host,0,209,71.446,71.446,True,18140.405827061,1.0,host,208,0.299992098942312,0.00017877004923962109,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
42.59845650900024,71.32,75.0,1.0,host,predictive,host,0,211,71.446,71.446,True,18141.005853231,1.0,host,210,0.29999229880952416,0.0001779286377445712,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
43.09947016799924,71.54,75.0,1.0,host,predictive,host,0,213,71.759,71.759,True,18141.605835434,1.0,host,212,0.2999922875141463,0.00017708990871731817,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
43.59984555600022,71.64,75.0,1.0,host,predictive,host,0,214,71.759,71.759,True,18141.905854444,1.0,host,213,0.2999924129718399,0.00017668315879258926,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
44.10095484500198,71.84,75.0,1.0,host,predictive,host,0,216,72.038,72.038,True,18142.505762672,1.0,host,215,0.2999920567023323,0.00017590387278873342,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
44.60209141100131,72.05,75.0,1.0,host,predictive,host,0,218,72.038,72.038,True,18143.105809616,1.0,host,217,0.2999923462442486,0.00017515639311403795,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
45.10328720100006,72.14,75.0,1.0,host,predictive,host,0,219,72.421,72.421,True,18143.405792301,1.0,host,218,0.2999923019266104,0.00017475541592407905,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
45.60355253200032,72.35,75.0,1.0,host,predictive,host,0,221,72.421,72.421,True,18144.005741363,1.0,host,220,0.29999214037272265,0.00017411895854207648,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
46.10467228000198,72.54,75.0,1.0,host,predictive,host,0,223,72.7,72.7,True,18144.605752052,1.0,host,222,0.29999225932883494,0.00017345850808080568,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
46.60505643900251,72.64,75.0,1.0,host,predictive,host,0,224,72.7,72.7,True,18144.905753024,1.0,host,223,0.29999229839910063,0.00017307012969664497,0.29838020500028506,0.30162619600014295,base,80.0,150.0,2.0,30.0,1.0,1.0,0.0,,28.09,True,1.0
