wall_time,elapsed_s,print_state,filename,print_duration_s,total_duration_s,bed_temperature_c,bed_target_c,bed_power,bed_state,bed_fault,bed_samples,bed_mcu_temperature_c,bed_loop_dt_count,bed_loop_dt_mean_s,bed_loop_dt_stddev_s,bed_loop_dt_min_s,bed_loop_dt_max_s,bed_pid_kp,bed_pid_ki,bed_pid_kd,bed_pid_source,bed_pid_model,extruder_temperature_c,extruder_target_c,extruder_power,extruder_state,extruder_fault,extruder_samples,extruder_mcu_temperature_c,extruder_loop_dt_count,extruder_loop_dt_mean_s,extruder_loop_dt_stddev_s,extruder_loop_dt_min_s,extruder_loop_dt_max_s,extruder_pid_kp,extruder_pid_ki,extruder_pid_kd,extruder_pid_source,extruder_pid_model
1784591261.8187768,5.1034141800000725,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,181.6393968299999,232.11776835,54.66,55.0,0.1863889524681468,active,0,803,54.656,802,0.3000000162094763,8.047303205038655e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,210.01,210.0,0.8504005493247883,active,0,804,210.019,803,0.30000065628891653,6.41117208229153e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591262.3199441,5.60458136599982,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,182.14051596599984,232.61888748599995,54.64,55.0,0.1863889524681468,active,0,803,54.656,802,0.3000000162094763,8.047303205038655e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,210.0,210.0,0.8504005493247883,active,0,804,210.019,803,0.30000065628891653,6.41117208229153e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591262.8212137,6.105850894000014,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,182.6418228980001,233.1201944180002,54.64,55.0,0.13806363012130923,active,0,807,54.656,806,0.3000000074441687,8.732441108355826e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.99,210.0,0.8549629968719005,active,0,807,209.991,806,0.3000006488833747,6.400887455912929e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591263.3261912,6.610828401999697,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,183.14352858899974,233.62190010899985,54.63,55.0,0.13806363012130923,active,0,807,54.656,806,0.3000000074441687,8.732441108355826e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.98,210.0,0.8549629968719005,active,0,807,209.991,806,0.3000006488833747,6.400887455912929e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591263.8263447,7.110981926000022,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,183.64698918299973,234.12536070299984,54.62,55.0,0.10185397116044861,active,0,810,54.656,809,0.3000000061804697,8.743209909831815e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.96,210.0,0.8582284275577935,active,0,810,209.963,809,0.3000006625463535,6.390085099524558e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591264.327524,7.612161226999888,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,184.14800888199989,234.626380402,54.62,55.0,0.10185397116044861,active,0,810,54.656,809,0.3000000061804697,8.743209909831815e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.93,210.0,0.8582284275577935,active,0,810,209.963,809,0.3000006625463535,6.390085099524558e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591264.8287647,8.113402053999835,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,184.64938205299995,235.12775357300006,54.6,55.0,0.2743877317463951,active,0,813,54.607,812,0.30000000615763545,8.763095001465391e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.9,210.0,0.8698558022430762,active,0,814,209.869,813,0.30000068634686344,6.375249090423599e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591265.3296452,8.614282484999876,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,185.15027779599995,235.62864931600006,54.62,55.0,0.2743877317463951,active,0,813,54.607,812,0.30000000615763545,8.763095001465391e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.86,210.0,0.8698558022430762,active,0,814,209.869,813,0.30000068634686344,6.375249090423599e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591265.8304522,9.115089538999655,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,185.651084912,236.1294564320001,54.6,55.0,0.23859006637674526,active,0,817,54.607,816,0.30000002205882353,8.804215995229639e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.84,210.0,0.874189364461738,active,0,817,209.813,816,0.3000006531862745,6.37182144107224e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591266.3317046,9.61634179099974,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,186.15213312299966,236.63050464299977,54.62,55.0,0.23859006637674526,active,0,817,54.607,816,0.30000002205882353,8.804215995229639e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.79,210.0,0.874189364461738,active,0,817,209.813,816,0.3000006531862745,6.37182144107224e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591266.8333964,10.118033834000016,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,186.65385099099967,237.13222251099978,54.63,55.0,0.06805523765926604,active,0,820,54.656,819,0.30000002197802195,8.791549138710948e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.75,210.0,0.8835584039063096,active,0,820,209.729,819,0.30000065445665447,6.360285058264569e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591267.3343813,10.619018677999975,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,187.15484240999967,237.63321392999978,54.62,55.0,0.06805523765926604,active,0,820,54.656,819,0.30000002197802195,8.791549138710948e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.73,210.0,0.8835584039063096,active,0,820,209.729,819,0.30000065445665447,6.360285058264569e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591267.8350036,11.119640913999774,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,187.6556394559998,238.1340109759999,54.59,55.0,0.49881742580300603,active,0,823,54.558,822,0.30000001459854014,8.793510160674515e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.7,210.0,0.8876783398184176,active,0,824,209.663,823,0.30000069015795866,6.347255690683153e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591268.336566,11.621203376999802,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,188.15696937099983,238.63534089099994,54.58,55.0,0.49881742580300603,active,0,823,54.558,822,0.30000001459854014,8.793510160674515e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.68,210.0,0.8876783398184176,active,0,824,209.663,823,0.30000069015795866,6.347255690683153e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591268.8380976,12.122735047999868,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,188.65863086799982,239.13700238799993,54.57,55.0,0.1304951552605478,active,0,827,54.607,826,0.3000000133171913,8.838670639947617e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.68,210.0,0.884092469672694,active,0,827,209.663,826,0.3000006803874092,6.336801713779454e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591269.3390365,12.623674016999757,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,189.15932815799988,239.637699678,54.58,55.0,0.1304951552605478,active,0,827,54.607,826,0.3000000133171913,8.838670639947617e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.69,210.0,0.884092469672694,active,0,827,209.663,826,0.3000006803874092,6.336801713779454e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591269.8407564,13.12539378099973,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,189.66114966299983,240.13952118299994,54.59,55.0,0.11921873807888915,active,0,830,54.607,829,0.30000000603136306,8.825132020471477e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.71,210.0,0.8742198825055314,active,0,830,209.719,829,0.30000065259348613,6.325974130227602e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591270.3413324,13.625969647999682,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,190.1618346629998,240.64020618299992,54.6,55.0,0.11921873807888915,active,0,830,54.607,829,0.30000000603136306,8.825132020471477e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.72,210.0,0.8742198825055314,active,0,830,209.719,829,0.30000065259348613,6.325974130227602e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591270.8425956,14.127232934999938,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,190.6632522509999,241.141623771,54.62,55.0,0.19459830624856947,active,0,833,54.607,832,0.3000000048076923,8.862869606133526e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.76,210.0,0.8710154879072252,active,0,834,209.776,833,0.3000006530612245,6.311287488003459e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591271.3433795,14.62801693199981,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,191.16384042799973,241.64221194799984,54.61,55.0,0.19459830624856947,active,0,833,54.607,832,0.3000000048076923,8.862869606133526e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.8,210.0,0.8710154879072252,active,0,834,209.776,833,0.3000006530612245,6.311287488003459e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591271.8436284,15.128265423999892,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,191.66417554100008,242.1425470610002,54.65,55.0,0.0,active,0,837,54.705,836,0.30000000358851675,8.872231641451943e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.82,210.0,0.8676279850461586,active,0,837,209.841,836,0.30000066148325355,6.301523700985036e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591272.3448088,15.629446074000043,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,192.16525118699974,242.64362270699985,54.62,55.0,0.0,active,0,837,54.705,836,0.30000000358851675,8.872231641451943e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.87,210.0,0.8676279850461586,active,0,837,209.841,836,0.30000066148325355,6.301523700985036e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591272.8455343,16.13017156099977,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,192.666104807,243.14447632700012,54.63,55.0,0.2959792477302205,active,0,840,54.607,839,0.3000000345649583,8.8791379828498e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.92,210.0,0.8585793850614175,active,0,840,209.935,839,0.3000006579261025,6.290374076045417e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591273.3466582,16.631295766999756,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,193.1670194799999,243.64539100000002,54.6,55.0,0.2959792477302205,active,0,840,54.607,839,0.3000000345649583,8.8791379828498e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.93,210.0,0.8585793850614175,active,0,840,209.935,839,0.3000006579261025,6.290374076045417e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591273.848619,17.133256187999905,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,193.66909005399975,244.14746157399986,54.57,55.0,0.41898222323949036,active,0,843,54.558,842,0.30000001425178147,8.872000110480109e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.93,210.0,0.8700083924620432,active,0,844,209.935,843,0.30000065480427046,6.276290420918946e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591274.3506055,17.63524280899992,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,194.17111926899997,244.64949078900008,54.56,55.0,0.41898222323949036,active,0,843,54.558,842,0.30000001425178147,8.872000110480109e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.93,210.0,0.8700083924620432,active,0,844,209.935,843,0.30000065480427046,6.276290420918946e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591274.8518615,18.136498678999942,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,194.67250918799982,245.15088070799993,54.54,55.0,0.24705882352941178,active,0,847,54.558,846,0.30000001300236406,8.851336997082882e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.92,210.0,0.8746013580529488,active,0,847,209.916,846,0.3000006442080378,6.266445886615038e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591275.3528168,18.63745423699993,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,195.17319207499986,245.65156359499997,54.54,55.0,0.24705882352941178,active,0,847,54.558,846,0.30000001300236406,8.851336997082882e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.92,210.0,0.8746013580529488,active,0,847,209.916,846,0.3000006442080378,6.266445886615038e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591275.854179,19.138816172999668,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,195.67478116999973,246.15315268999984,54.54,55.0,0.1739375906004425,active,0,850,54.558,849,0.3000000153121319,8.838080215027557e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.89,210.0,0.8762645914396887,active,0,850,209.906,849,0.30000064664310955,6.257253028643036e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591276.3546488,19.63928615199984,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,196.1752132329998,246.6535847529999,54.58,55.0,0.1739375906004425,active,0,850,54.558,849,0.3000000153121319,8.838080215027557e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.88,210.0,0.8762645914396887,active,0,850,209.906,849,0.30000064664310955,6.257253028643036e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591276.8562746,20.140911996999876,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,196.67681968599982,247.15519120599993,54.61,55.0,0.09024185549706264,active,0,853,54.607,852,0.3000000070422535,8.825775694172634e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.85,210.0,0.8863202868696116,active,0,854,209.832,853,0.3000006506447831,6.24542401500041e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591277.357648,20.64228502900005,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,197.17813179899986,247.65650331899997,54.64,55.0,0.09024185549706264,active,0,853,54.607,852,0.3000000070422535,8.825775694172634e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.87,210.0,0.8863202868696116,active,0,854,209.832,853,0.3000006506447831,6.24542401500041e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
1784591277.858868,21.143505348999952,printing,Voron_Design_Cube_v8_0.4n_0.2mm_PLA_V0_120_26m.gcode,197.67930177299968,248.1576732929998,54.64,55.0,0.28981460288395516,active,0,857,54.607,856,0.3000000140186916,8.806316218796882e-06,0.29991,0.300103,54.027,0.77,948.182,base,point,209.9,210.0,0.8711528191042954,active,0,857,209.906,856,0.30000068457943924,6.234872193311013e-05,0.299006,0.30091599999999996,14.205892372630283,2.03725,38.19622460734466,linear,curve
