elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,loop_clock,loop_clock_frequency,loop_clock_source
129.26568723801756,59.16,60.0,0.620581706022206,host,0,,,,,
130.017192505009,59.2,60.0,0.58076965646555,host,0,,,,,
130.76862780796364,59.23,60.0,0.7426599123123797,host,0,,,,,
131.51964957098244,59.23,60.0,0.7637567216789971,host,0,,,,,
132.27081128396094,59.22,60.0,0.9758750571785353,host,0,,,,,
133.02289661800023,59.24,60.0,0.745939720902575,host,0,,,,,
133.77447331300937,59.27,60.0,0.727041973891093,host,0,,,,,
134.52691299497383,59.3,60.0,0.6286489491281817,host,0,,,,,
135.27940072800266,59.36,60.0,0.6969000967828213,host,0,,,,,
136.0300933889812,59.37,60.0,0.781526048974915,host,0,,,,,
136.78195291099837,59.39,60.0,0.8857186836984374,host,0,,,,,
137.5330047699972,59.4,60.0,0.9252494290282142,host,0,,,,,
138.2845242479816,59.42,60.0,0.7196615075905608,host,0,,,,,
139.03561759798322,59.46,60.0,0.5096758405810159,host,0,,,,,
139.787531037,59.53,60.0,0.6015104002479843,host,0,,,,,
140.5383772989735,59.55,60.0,0.6705459930240578,host,0,,,,,
141.28970140399178,59.58,60.0,0.6535018302737432,host,0,,,,,
142.0414926079684,59.59,60.0,0.9408138263713979,host,0,,,,,
142.79285666398937,59.6,60.0,0.9859821207827,host,0,,,,,
143.5439105220139,59.61,60.0,0.7657236878276995,host,0,,,,,
144.29653735400643,59.62,60.0,0.6372073189344679,host,0,,,,,
145.0482181769912,59.67,60.0,0.40684145281930606,host,0,,,,,
145.79999495501397,59.69,60.0,0.6992626935889134,host,0,,,,,
146.5508784239646,59.73,60.0,0.6962485717953351,host,0,,,,,
147.30339998897398,59.74,60.0,0.7495360411253652,host,0,,,,,
148.05521719099488,59.76,60.0,0.6145992557009017,host,0,,,,,
148.80692654801533,59.76,60.0,0.6558810166129043,host,0,,,,,
149.55792435997864,59.78,60.0,0.7257785108839461,host,0,,,,,
150.31052266596816,59.79,60.0,0.7257785108839461,host,0,,,,,
151.0620187369641,59.84,60.0,0.5708194865005212,host,0,,,,,
151.81379295699298,59.86,60.0,0.6321027089979097,host,0,,,,,
